coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,source_file,liquidity_ratio,price_ma_3,price_ma_5,vol_3d,lr_ema_3
Bitcoin Diamond,BCD,0.52929,0.015,0.0289999999999999,-0.0409999999999999,13758923.0,99286361.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1385781779231489,0.5225204999999999,0.5225204999999999,0.009573518710484761,0.07355279348800975
Bitcoin Gold,BTG,29.74,0.018,0.0279999999999999,0.032,9146317.0,517358240.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0176788853309845,29.74,29.74,,0.0176788853309845
Bitcoin Gold,BTG,29.92,0.0,0.0069999999999999,-0.036,6176845.0,523876360.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0117906541917638,29.83,29.83,0.12727922061358213,0.01473476976137415
Bitcoin SV,BSV,77.11,0.013,0.015,-0.019,135219354.0,1461042552.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0925499081562684,77.11,77.11,,0.0925499081562684
Bitcoin SV,BSV,78.09,0.002,0.013,-0.065,82946701.0,1484128146.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0558891772408984,77.6,77.6,0.6929646455628244,0.0742195426985834
Bitkub Coin,KUB,7.89,0.004,0.0,-0.034,2193655.0,698922310.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0031386249496027,7.89,7.89,,0.0031386249496027
Bitkub Coin,KUB,7.93,-0.002,0.004,-0.045,2877708.0,703620569.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0040898576971532,7.91,7.91,0.028284271247461613,0.00361424132337795
Blox,CDT,0.110513,0.053,0.151,-0.0069999999999999,151228.0,74560549.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0020282575977277,0.110513,0.110513,,0.0020282575977277
Boba Network,BOBA,1.21,0.0069999999999999,0.061,0.136,4382013.0,192933914.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0227125076620795,1.21,1.21,,0.0227125076620795
Boba Network,BOBA,1.28,0.005,0.0579999999999999,0.162,7605916.0,204133364.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0372595437167243,1.245,1.245,0.04949747468305829,0.029986025689401896
Bonfida,FIDA,1.61,0.02,0.0069999999999999,-0.114,4391814.0,85251644.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0515158863094769,1.61,1.61,,0.0515158863094769
Bonfida,FIDA,1.65,-0.002,0.025,-0.083,7357829.0,87734475.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0838647407418805,1.63,1.63,0.02828427124746185,0.0676903135256787
Bounce,AUCTION,13.1,0.016,0.018,0.027,1741028.0,94296802.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0184632772593921,13.1,13.1,,0.0184632772593921
Bounce,AUCTION,13.12,0.002,0.002,-0.0,1640514.0,94608029.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0173401139135876,13.11,13.11,0.014142135623730649,0.017901695586489852
COTI,COTI,0.201515,0.017,0.048,0.008,15582614.0,210898806.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0738866866794874,0.201515,0.201515,,0.0738866866794874
COTI,COTI,0.204755,0.001,0.016,-0.032,12162479.0,215079506.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0565487582996401,0.203135,0.203135,0.0022910259710443993,0.06521772248956376
CRYPTO20,C20,2.94,0.006,-0.047,-0.011,53097.41,98979226.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0005364500425574,2.94,2.94,,0.0005364500425574
CRYPTO20,C20,3.21,0.005,0.094,-0.0139999999999999,244162.0,106817045.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0022857962416017,3.075,3.075,0.19091883092036768,0.0014111231420795502
Cardano,ADA,0.824161,0.016,0.016,0.0279999999999999,950718327.0,26331888060.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0361052091985841,0.824161,0.824161,,0.0361052091985841
Cardano,ADA,0.838396,0.002,0.018,-0.013,784436216.0,26891734979.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0291701601481858,0.8312785,0.8312785,0.010065665030190503,0.03263768467338495
Carry,CRE,0.007639549275,0.0139999999999999,-0.023,-0.001,15140717.0,66948840.0,2022-03-16,coin_gecko_2022-03-16.csv,0.2261535375370208,0.007639549275,0.007639549275,,0.2261535375370208
Cartesi,CTSI,0.311626,0.02,-0.01,0.02,16935581.0,161866858.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1046266123235678,0.311626,0.311626,,0.1046266123235678
Cartesi,CTSI,0.321965,0.003,0.033,0.0,17202782.0,167831024.0,2022-03-17,coin_gecko_2022-03-17.csv,0.102500607992477,0.3167955,0.3167955,0.007310777010687706,0.1035636101580224
Casper Network,CSPR,0.063408018304,0.023,0.1009999999999999,0.019,11186869.0,262580070.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0426036484794904,0.063408018304,0.063408018304,,0.0426036484794904
Casper Network,CSPR,0.067306582006,0.0139999999999999,0.062,0.037,10361454.0,280491915.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0369402946961947,0.06535730015499999,0.06535730015499999,0.002756700830571931,0.03977197158784255
Celer Network,CELR,0.037068909834,0.0289999999999999,0.0279999999999999,-0.003,35862409.0,208463091.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1720324150810946,0.037068909834,0.037068909834,,0.1720324150810946
Celer Network,CELR,0.03831685277,0.009,0.036,-0.038,29766536.0,216429137.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1375347904288875,0.037692881302,0.037692881302,0.0008824289125794508,0.15478360275499103
Celo,CELO,2.52,0.022,0.037,-0.076,46620149.0,1074226736.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0433987978865571,2.52,2.52,,0.0433987978865571
Celo,CELO,3.01,-0.025,0.195,0.044,746494395.0,1293158139.0,2022-03-17,coin_gecko_2022-03-17.csv,0.5772645838793271,2.7649999999999997,2.7649999999999997,0.3464823227814083,0.3103316908829421
Celo Dollar,CUSD,0.999208,0.003,0.005,0.001,770929.0,82951206.0,2022-03-16,coin_gecko_2022-03-16.csv,0.009293764818802,0.999208,0.999208,,0.009293764818802
Celo Dollar,CUSD,1.0,-0.001,0.005,0.004,2890566.0,82678314.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0349615982735206,0.9996039999999999,0.9996039999999999,0.0005600285706997954,0.0221276815461613
Celsius Network,CEL,3.18,0.009,0.032,0.098,3927635.0,1346075894.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0029178406786029,3.18,3.18,,0.0029178406786029
Celsius Network,CEL,3.27,0.001,0.03,0.0559999999999999,3708538.0,1388056538.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0026717485192235,3.225,3.225,0.06363961030678918,0.0027947945989132
CertiK,CTK,1.18,0.016,0.04,0.04,7896532.0,82919242.0,2022-03-16,coin_gecko_2022-03-16.csv,0.095231598957453,1.18,1.18,,0.095231598957453
CertiK,CTK,1.17,-0.002,-0.003,-0.009,4539353.0,82895723.0,2022-03-17,coin_gecko_2022-03-17.csv,0.054759797438524,1.1749999999999998,1.1749999999999998,0.007071067811865403,0.0749956981979885
ChainX,PCX,1.77,0.054,0.172,0.078,445046.0,68530128.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0064941656026091,1.77,1.77,,0.0064941656026091
ChainX,PCX,1.64,0.006,-0.015,0.033,523787.0,68530128.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0076431638942801,1.705,1.705,0.09192388155425134,0.0070686647484446
Chainlink,LINK,14.41,0.023,0.064,0.102,720924698.0,6696893329.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1076506168730704,14.41,14.41,,0.1076506168730704
Chainlink,LINK,14.54,0.003,0.009,0.037,555565709.0,6790110728.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0818198305233881,14.475,14.475,0.09192388155425048,0.09473522369822926
Chia,XCH,65.15,0.012,-0.021,-0.084,10252044.0,221396095.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0463063451954742,65.15,65.15,,0.0463063451954742
Chia,XCH,65.99,-0.003,0.015,-0.077,9082334.0,225459171.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0402837194855116,65.57,65.57,0.5939696961966973,0.043295032340492895
Chiliz,CHZ,0.198241,0.026,0.024,0.02,109408277.0,1049331415.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1042647493785364,0.198241,0.198241,,0.1042647493785364
Chiliz,CHZ,0.203275,0.018,0.025,0.013,108108608.0,1083816831.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0997480431266711,0.200758,0.200758,0.0035595755364930975,0.10200639625260374
Chromia,CHR,0.37938,0.0289999999999999,0.045,0.031,58407751.0,213564555.0,2022-03-16,coin_gecko_2022-03-16.csv,0.2734899103458437,0.37938,0.37938,,0.2734899103458437
Chromia,CHR,0.399507,0.001,0.053,0.02,58264434.0,226830657.0,2022-03-17,coin_gecko_2022-03-17.csv,0.2568631364498495,0.3894435,0.3894435,0.014231938184941647,0.2651765233978466
Circuits of Value,COVAL,0.038262750519,-0.001,0.035,-0.038,601191.0,69008937.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0087117846779758,0.038262750519,0.038262750519,,0.0087117846779758
Circuits of Value,COVAL,0.037961003776,0.002,-0.012,-0.054,366787.0,67826274.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0054077421383931,0.0381118771475,0.0381118771475,0.00021336716817625467,0.00705976340818445
Civic,CVC,0.268256,0.024,0.0559999999999999,0.032,15009057.0,179389403.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0836674672472152,0.268256,0.268256,,0.0836674672472152
Civic,CVC,0.28617,-0.001,0.067,0.044,61814649.0,192055742.0,2022-03-17,coin_gecko_2022-03-17.csv,0.321857854164027,0.277213,0.277213,0.012667110878175803,0.2027626607056211
Clover Finance,CLV,0.305749,0.02,0.01,-0.016,8210647.0,79586374.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1031664917916727,0.305749,0.305749,,0.1031664917916727
Clover Finance,CLV,0.313737,-0.003,0.0279999999999999,-0.0139999999999999,10080749.0,81842102.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1231731438178359,0.309743,0.309743,0.005648368968118139,0.1131698178047543
Coin98,C98,1.34,0.024,0.035,0.066,52212880.0,247303702.0,2022-03-16,coin_gecko_2022-03-16.csv,0.2111285822967583,1.34,1.34,,0.2111285822967583
Coin98,C98,1.37,0.003,0.023,0.036,32845038.0,254083272.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1292687934213945,1.355,1.355,0.021213203435596524,0.17019868785907638
CoinEx Token,CET,0.061152343679,0.005,0.035,0.072,862651.0,226665111.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0038058393556651,0.061152343679,0.061152343679,,0.0038058393556651
CoinEx Token,CET,0.06114066275,-0.001,-0.0,0.049,525677.0,227207627.0,2022-03-17,coin_gecko_2022-03-17.csv,0.002313641522254,0.0611465032145,0.0611465032145,8.259664106459976e-06,0.00305974043895955
Coinmetro,XCM,0.609647,0.005,-0.055,-0.017,54700.31,184318822.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0002967700715882,0.609647,0.609647,,0.0002967700715882
Coinmetro,XCM,0.613238,0.003,0.006,-0.024,36444.53,185482862.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0001964846218514,0.6114425,0.6114425,0.002539220451240821,0.00024662734671980003
Compound,COMP,109.58,0.026,0.045,0.052,40756551.0,726097698.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0561309464446201,109.58,109.58,,0.0561309464446201
Compound,COMP,115.17,0.001,0.051,0.045,55258209.0,766476634.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0720937945774352,112.375,112.375,3.952726906832803,0.06411237051102765
Conflux,CFX,0.116231,0.02,0.0069999999999999,-0.072,4957635.0,180397101.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0274817886347297,0.116231,0.116231,,0.0274817886347297
Conflux,CFX,0.118894,-0.001,0.022,-0.055,5488882.0,185392410.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0296068323401157,0.1175625,0.1175625,0.0018830253582997752,0.0285443104874227
Constellation,DAG,0.152116,0.013,-0.013,0.249,1019712.0,382521151.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0026657663173245,0.152116,0.152116,,0.0026657663173245
Constellation,DAG,0.149017,-0.001,-0.02,0.125,925421.0,376819046.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0024558763943158,0.1505665,0.1505665,0.0021913239148970945,0.00256082135582015
ConstitutionDAO,PEOPLE,0.060612313279,0.061,0.102,0.075,143678395.0,307184638.0,2022-03-16,coin_gecko_2022-03-16.csv,0.4677264980939574,0.060612313279,0.060612313279,,0.4677264980939574
ConstitutionDAO,PEOPLE,0.060997698339,0.004,0.004,-0.055,148965778.0,309380835.0,2022-03-17,coin_gecko_2022-03-17.csv,0.4814964637353829,0.060805005809,0.060805005809,0.00027250838929398206,0.47461148091467015
Convex CRV,CVXCRV,1.95,0.038,0.021,0.0069999999999999,96902.91,364340007.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0002659683486255,1.95,1.95,,0.0002659683486255
Convex CRV,CVXCRV,2.1,0.022,0.083,0.022,284039.0,394323956.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0007203189044897,2.025,2.025,0.1060660171779823,0.0004931436265576
Convex Finance,CVX,18.29,0.038,0.054,0.147,45253981.0,979304335.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0462103346045129,18.29,18.29,,0.0462103346045129
Convex Finance,CVX,18.71,0.006,0.024,0.095,22222451.0,1013012985.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0219369853388404,18.5,18.5,0.2969848480983512,0.03407365997167665
Cosmos Hub,ATOM,28.8,0.017,0.051,0.035,784802946.0,8346059118.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0940327566464764,28.8,28.8,,0.0940327566464764
Cosmos Hub,ATOM,28.48,0.005,-0.012,-0.053,504577854.0,8263048473.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0610643705708296,28.64,28.64,0.2262741699796954,0.077548563608653
Covalent,CQT,0.308264,0.022,-0.039,-0.147,4464667.0,78070115.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0571879137106433,0.308264,0.308264,,0.0571879137106433
Covalent,CQT,0.319453,-0.0,0.036,-0.1,1930543.0,81675970.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0236366093968642,0.3138585,0.3138585,0.007911817774696284,0.04041226155375375
Crabada,CRA,0.908045,0.047,0.106,0.031,2532869.0,78203679.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0323881054240427,0.908045,0.908045,,0.0323881054240427
Crabada,CRA,0.957634,0.026,0.064,0.033,2393019.0,83266240.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0287393666388682,0.9328395,0.9328395,0.03506471817225966,0.03056373603145545
Cratos,CRTS,0.002952176693,-0.009,-0.037,-0.13,13535131.0,203670465.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0664560322970736,0.002952176693,0.002952176693,,0.0664560322970736
Cratos,CRTS,0.003236528133,0.003,0.099,-0.027,16517737.0,223198961.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0740045425211455,0.0030943524130000004,0.0030943524130000004,0.0002010668314641595,0.07023028740910955
Creditcoin,CTC,1.14,0.015,0.015,0.023,3179625.0,233390471.0,2022-03-16,coin_gecko_2022-03-16.csv,0.01362362819003,1.14,1.14,,0.01362362819003
Creditcoin,CTC,1.17,-0.001,0.032,0.02,3120629.0,242723178.0,2022-03-17,coin_gecko_2022-03-17.csv,0.012856740858922,1.1549999999999998,1.1549999999999998,0.021213203435596524,0.013240184524476
Cronos,CRO,0.401575,0.018,0.043,0.038,99233479.0,10108572460.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0098167648688942,0.401575,0.401575,,0.0098167648688942
Cronos,CRO,0.40337,-0.001,0.004,-0.013,64923668.0,10212443722.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0063573097455743,0.4024725,0.4024725,0.0012692566722298465,0.00808703730723425
Curve DAO Token,CRV,2.02,0.026,0.022,-0.006,150926378.0,791197822.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1907568168204588,2.02,2.02,,0.1907568168204588
Curve DAO Token,CRV,2.13,-0.002,0.0559999999999999,-0.011,162949799.0,838186885.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1944074787092379,2.075,2.075,0.07778174593051998,0.19258214776484836
DAO Maker,DAO,2.19,0.012,-0.01,-0.042,3559341.0,196210425.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0181404275537347,2.19,2.19,,0.0181404275537347
DAO Maker,DAO,2.19,0.005,0.005,-0.051,2620710.0,198134048.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0132269543092361,2.19,2.19,0.0,0.0156836909314854
DEAPCOIN,DEP,0.027606422572,0.004,-0.009,-0.133,5292541.0,128916638.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0410539793940329,0.027606422572,0.027606422572,,0.0410539793940329
DEAPCOIN,DEP,0.027101682754,-0.008,-0.018,-0.159,5123322.0,126235341.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0405854807331648,0.027354052663,0.027354052663,0.00035690494804266375,0.04081973006359885
DFI.money,YFII,2051.79,0.022,0.086,0.104,16874472.0,81618922.0,2022-03-16,coin_gecko_2022-03-16.csv,0.2067470579922631,2051.79,2051.79,,0.2067470579922631
DFI.money,YFII,2018.73,0.001,-0.0139999999999999,-0.001,11327787.0,80185006.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1412706385530482,2035.26,2035.26,23.376950186027223,0.17400884827265564
DODO,DODO,0.391699,0.033,0.064,0.0,53854854.0,111498427.0,2022-03-16,coin_gecko_2022-03-16.csv,0.4830099890108764,0.391699,0.391699,,0.4830099890108764
DODO,DODO,0.395012,-0.003,0.009,-0.033,24729655.0,113721778.0,2022-03-17,coin_gecko_2022-03-17.csv,0.2174575128433183,0.39335549999999997,0.39335549999999997,0.0023426447660710196,0.35023375092709735
DUSK Network,DUSK,0.325281,0.021,-0.046,-0.038,27805515.0,129420731.0,2022-03-16,coin_gecko_2022-03-16.csv,0.2148459121282509,0.325281,0.325281,,0.2148459121282509
DUSK Network,DUSK,0.32285,-0.024,-0.0069999999999999,-0.108,10733697.0,129772453.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0827116753352886,0.3240655,0.3240655,0.0017189765850644694,0.14877879373176975
Dai,DAI,0.999429,-0.0,-0.001,-0.0,311112491.0,9375312310.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0331842269049701,0.999429,0.999429,,0.0331842269049701
Dai,DAI,1.0,0.0,0.001,0.0,233460109.0,9445061382.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0247176910300359,0.9997145000000001,0.9997145000000001,0.00040375797205747106,0.028950958967503
Dash,DASH,97.64,0.016,0.005,0.03,245449241.0,1035525179.0,2022-03-16,coin_gecko_2022-03-16.csv,0.2370287521516654,97.64,97.64,,0.2370287521516654
Dash,DASH,96.91,0.002,-0.0069999999999999,-0.0289999999999999,165410045.0,1029536952.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1606645052211783,97.275,97.275,0.5161879502661875,0.19884662868642186
Dawn Protocol,DAWN,1.7,0.016,0.023,0.033,2418035.0,122765002.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0196964522511065,1.7,1.7,,0.0196964522511065
Dawn Protocol,DAWN,1.72,0.001,0.0139999999999999,0.006,4063485.0,125035795.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0324985737084328,1.71,1.71,0.014142135623730963,0.02609751297976965
DeFi Kingdoms,JEWEL,4.16,0.04,0.016,-0.074,11440253.0,302825745.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0377783368451714,4.16,4.16,,0.0377783368451714
DeFi Kingdoms,JEWEL,4.33,0.0069999999999999,0.053,-0.093,13531791.0,319385783.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0423681695312029,4.245,4.245,0.12020815280171303,0.04007325318818715
DeFi Pulse Index,DPI,155.37,0.0289999999999999,0.042,0.054,207236.0,72755648.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0028483836746255,155.37,155.37,,0.0028483836746255
DeFi Pulse Index,DPI,158.57,-0.005,0.024,0.012,264648.0,74590066.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0035480327903182,156.97,156.97,2.262741699796944,0.00319820823247185
Decentral Games,DG,0.306293,0.005,0.002,0.003,854759.0,116422219.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0073418889224229,0.306293,0.306293,,0.0073418889224229
Decentral Games,DG,0.322954,-0.01,0.059,0.008,1307545.0,124818085.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0104756053579895,0.3146235,0.3146235,0.011781106081349095,0.008908747140206199
Decentral Games Governance,XDG,0.32163,0.01,0.013,0.002,121569.0,98858963.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0012297215782042,0.32163,0.32163,,0.0012297215782042
Decentral Games Governance,XDG,0.338029,0.013,0.052,0.013,147662.0,104005183.0,2022-03-17,coin_gecko_2022-03-17.csv,0.001419756167344,0.3298295,0.3298295,0.01159584410467821,0.0013247388727741002
Decentraland,MANA,2.43,0.021,0.065,0.0139999999999999,481292822.0,3652548066.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1317690591070239,2.43,2.43,,0.1317690591070239
Decentraland,MANA,2.45,0.002,0.01,-0.019,385577318.0,3706590158.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1040248048918496,2.4400000000000004,2.4400000000000004,0.014142135623730807,0.11789693199943677
Decentralized Social,DESO,33.97,0.005,0.111,0.192,768392.0,354095011.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0021700164535783,33.97,33.97,,0.0021700164535783
Decentralized Social,DESO,32.58,-0.019,-0.038,0.053,665903.0,343383679.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0019392389351154,33.275,33.275,0.9828784258493014,0.00205462769434685
Decred,DCR,56.87,0.02,0.143,0.088,25032753.0,787162797.0,2022-03-16,coin_gecko_2022-03-16.csv,0.031801239966375,56.87,56.87,,0.031801239966375
Decred,DCR,52.84,-0.012,-0.07,-0.059,10725860.0,732991389.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0146329959136805,54.855000000000004,54.855000000000004,2.849640328181785,0.023217117940027752
Dent,DENT,0.002351313514,0.023,0.017,0.008,18982568.0,223840664.0,2022-03-16,coin_gecko_2022-03-16.csv,0.08480392999549,0.002351313514,0.002351313514,,0.08480392999549
Dent,DENT,0.002405588079,-0.002,0.023,-0.042,15366549.0,230289059.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0667272212875731,0.0023784507965,0.0023784507965,3.837791295744998e-05,0.07576557564153155
Dero,DERO,10.86,0.034,0.015,-0.141,810741.0,120268451.0,2022-03-16,coin_gecko_2022-03-16.csv,0.00674109455355,10.86,10.86,,0.00674109455355
Dero,DERO,10.93,0.001,0.0069999999999999,-0.158,568520.0,122930832.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0046247144898523,10.895,10.895,0.049497474683058526,0.00568290452170115
DigiByte,DGB,0.019668130187,0.03,0.018,0.059,15693285.0,297257419.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0527935856161087,0.019668130187,0.019668130187,,0.0527935856161087
DigiByte,DGB,0.01993648681,0.004,0.0139999999999999,-0.035,12119980.0,302087064.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0401208176196515,0.019802308498500003,0.019802308498500003,0.00018975678789962037,0.0464572016178801
DigitalBits,XDB,0.389141,0.023,0.216,0.209,3821494.0,296998483.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0128670488865763,0.389141,0.389141,,0.0128670488865763
DigitalBits,XDB,0.395059,-0.004,0.015,0.207,1567720.0,302184765.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0051879518148441,0.3921,0.3921,0.004184657931061973,0.0090275003507102
Divi,DIVI,0.06259333954,-0.003,0.057,-0.0409999999999999,232874.0,172881299.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0013470167181008,0.06259333954,0.06259333954,,0.0013470167181008
Divi,DIVI,0.064853595251,0.018,0.036,-0.008,202892.0,180441034.0,2022-03-17,coin_gecko_2022-03-17.csv,0.001124422729699,0.0637234673955,0.0637234673955,0.0015982421404637198,0.0012357197238999
Dock,DOCK,0.033479547514,0.024,-0.002,-0.0,3240870.0,70448413.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0460034493608819,0.033479547514,0.033479547514,,0.0460034493608819
Dock,DOCK,0.033661853536,0.001,0.008,-0.022,2401530.0,70448413.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0340891994259686,0.033570700525,0.033570700525,0.0001289098244073458,0.04004632439342525
Dogecoin,DOGE,0.11566,0.015,0.023,-0.011,451839687.0,15312260998.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0295083585016619,0.11566,0.11566,,0.0295083585016619
Dogecoin,DOGE,0.11685,0.001,0.011,-0.038,364002532.0,15509604862.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0234694910179072,0.116255,0.116255,0.0008414570696119892,0.026488924759784552
Dogelon Mars,ELON,7.24104e-07,0.043,0.072,0.0279999999999999,10950097.0,394017729.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0277908738466943,7.24104e-07,7.24104e-07,,0.0277908738466943
Dogelon Mars,ELON,7.16912e-07,0.006,-0.01,-0.035,8089301.0,395179401.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0204699460030812,7.205079999999999e-07,7.205079999999999e-07,5.085511970293614e-09,0.024130409924887748
Dopex,DPX,1126.14,0.034,0.006,0.031,4629323.0,200498616.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0230890521458761,1126.14,1126.14,,0.0230890521458761
Dopex,DPX,1173.9,0.0069999999999999,0.042,0.0069999999999999,3078417.0,211922629.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0145261363287447,1150.02,1150.02,33.77141986946958,0.0188075942373104
Dopex Rebate Token,RDPX,101.45,0.0559999999999999,0.04,0.113,3498225.0,90554011.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0386313644350883,101.45,101.45,,0.0386313644350883
Dopex Rebate Token,RDPX,105.79,-0.013,0.052,0.092,1970405.0,97862985.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0201343235136349,103.62,103.62,3.0688434303496184,0.0293828439743616
Dvision Network,DVI,0.348705,0.011,0.045,-0.1689999999999999,893982.0,85948342.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0104013873822022,0.348705,0.348705,,0.0104013873822022
Dvision Network,DVI,0.380746,0.008,0.091,-0.108,2438408.0,92462684.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0263718063819129,0.3647255,0.3647255,0.02265640837599816,0.01838659688205755
ECOMI,OMI,0.003406821495,0.019,0.027,-0.2189999999999999,3444049.0,1976983567.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0017420726492057,0.003406821495,0.003406821495,,0.0017420726492057
ECOMI,OMI,0.003390695541,0.001,-0.0069999999999999,-0.253,3682195.0,1972387319.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0018668721728888,0.003398758518,0.003398758518,1.1402771426502452e-05,0.00180447241104725
EOS,EOS,2.06,0.019,0.032,0.048,337828464.0,2019196307.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1673083804822945,2.06,2.06,,0.1673083804822945
EOS,EOS,2.09,0.006,0.012,0.009,228300347.0,2061422334.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1107489441802079,2.075,2.075,0.021213203435596132,0.1390286623312512
